symbol,Net Income,Total Assets,Shareholder's Equity,Total Debt,Total Liabilities,Total Revenue,Operating Income,Gross Profit,EBIT,EBITDA,Operating Cash Flow,Free Cash Flow,Short Term Debt,Long Term Debt,Current Liabilities,Current Assets,Cash And Cash Equivalents,Inventory,Accounts Receivable,Accounts Payable,Retained Earnings,Capital Expenditure,Interest Expense,Interest Income,Depreciation,Goodwill,Intangible Assets,Market Capitalization,Enterprise Value,Book Value of Equity,Number of Shares Outstanding,Cost of Goods Sold (COGS),Sales Per Share,Earnings Per Share (EPS),Payout Ratio,Effective Tax Rate,Return on Sales,Dividend Per Share,Enterprise Value to EBITDA,Price to Sales,Price to Book,PEG Ratio,Price to Free Cash Flow,Price to Operating Cash Flow,Price to Cash Flow,Interest Coverage Ratio,Lease Obligations,Deferred Revenue,Non-Controlling Interest,Deferred Tax Liabilities,Deferred Tax Assets,Net Interest Expense,Cash Flow Per Share,Net Cash Flow,Minority Interest,Total Equity,Capital Lease Obligation,Tax Rate,Cost of Goods Sold,Depreciation And Amortization,Cash and Cash Equivalents,Shareholders Equity,Sales Growth Rate,Operating Expense,Earnings Per Share,Total Dividends,Book Value of Debt,Net Sales,Working Capital,Quick Assets,Total Capital Employed,Equity Multiplier,Operating Income Before Depreciation and Amortization,Adjusted Net Income,Net Debt,Gross Profit Margin,Operating Profit Margin,Net Profit Margin,Return on Equity (ROE),Return on Assets (ROA),Current Ratio,Quick Ratio,Debt-to-Equity Ratio,Debt-to-Assets Ratio,Asset Turnover Ratio,Inventory Turnover Ratio,Price-to-Earnings (P/E) Ratio,Price-to-Book (P/B) Ratio,Price-to-Sales (P/S) Ratio,Price-to-Cash Flow (P/CF) Ratio,Enterprise Value-to-EBITDA (EV/EBITDA),Enterprise Value-to-Sales (EV/Sales),Enterprise Value-to-Operating Cash Flow (EV/OCF),Enterprise Value-to-Free Cash Flow (EV/FCF),Dividend Payout Ratio,Price/Earnings-to-Growth (PEG) Ratio,Price-to-NAV,Return on Investment (ROI),Return on Capital Employed (ROCE),Return on Invested Capital (ROIC),EBIT Margin,EBITDA Margin,Cash Return on Assets,Operating Return on Assets,NOPAT Margin,Cash Ratio,Operating Cash Flow Ratio,Net Working Capital,Days Sales Outstanding (DSO),Days Inventory Outstanding (DIO),Days Payable Outstanding (DPO),Debt Service Coverage Ratio,Total Asset Turnover,Working Capital Turnover,Total Operating Expense,Cash Flow to Capital Expenditures,Receivable Turnover Ratio,Total Debt to Equity,Total Debt to Total Assets,Label,yf_symbol,past_price,current_price,price_change_pct
BIOCON,0.3198601221105817,0.0319310347164669,0.1380836671130927,0.0470231870157334,0.0370944972125513,0.0157544858078893,0.0511356953107217,0.0450571600612852,0.0555067446903741,0.0322220915410732,0.0806645352740793,0.4025846559260598,0.0160183104920242,0.1060372603529791,0.0386513622674987,0.0322892647234538,0.0126860375417845,0.03236172023303,0.1277522787643054,0.0351614838235871,0.4390481667449287,0.9873655017235402,0.0423711570858048,0.0150116333178222,0.0184792010118878,0.0418658647600928,0.0418658647600928,0.0215892959494093,0.0271836049793199,0.1256769714554464,0.0171723554521558,0.0074196990633906,0.0020411029221073,0.0857158469156625,0.9236689802444754,0.9750266286797884,0.0236130722983879,0.0004166666666666,0.318416037786056,0.0923451566834095,0.0036769539944292,0.0773546116589428,0.9564135625219318,0.8170641934259422,0.9564135625219318,0.8242616394764479,0.0085919611532167,0.0037598493349592,0.0470209833360994,0.0055510595354883,0.0,0.2123320670627776,0.0551733181964533,0.2028385019488222,0.0470209833360994,0.1380836671130927,0.0085919611532167,0.375,0.0074196990633906,0.0396786856056007,0.0126860375417845,0.1380836671130927,0.0016177419354838,0.0816948054094828,0.0857158469156625,0.0050499992,0.0480164391729307,0.0450571600612852,0.5238351487382505,0.0322544354457504,0.0323271794471565,0.6902618966106284,0.0459684278402846,0.1664265545205199,0.0423359085317829,0.9993607074735972,0.0511356953107217,0.3198601221105814,0.617340157085184,0.9143987701993648,0.0,0.0017915186116875,0.6882278123633203,4.459947350339173e-06,0.0041566108520756,4.232471815210943e-05,0.0035908708548449,0.004800213286061,0.1346517190791974,0.8170641934259422,0.7047720721571838,0.0064523912755785,0.057688261876651,0.9673579362068738,0.000758,0.0773546116589428,0.8581879630223532,0.9143987701993648,0.1563257515934661,0.5085106728683899,0.055506744690374,0.0322220915410731,0.1441555379142833,0.9195624668265202,0.4949183933010421,0.004481048869078,0.8360763313401188,0.5238351487382505,0.0026092947651046,0.0072912822750717,0.0044341389782696,0.4177742446266905,4.4599473503391735e-06,0.6194212811936176,0.0899370365868481,0.0654007778628067,0.000108464910576,0.6904741903723028,0.0015410227460288,Hold,BIOCON.NS,365.2000122070313,316.54998779296875,-13.321473928780398
COROMANDEL,0.3260042197355923,0.0090269763033616,0.1265381589527652,0.0014217286547139,0.0077144773367538,0.0153850336935001,0.0579218356881309,0.0,0.0544889753586342,0.0240451035454731,0.071660735851364,0.4010182368567448,0.0004597843181307,0.0499486748577014,0.0147559441784904,0.0257881583378365,0.0115686294677294,0.0301924461608954,0.0285731567664767,0.0300523049496291,0.4202374429509951,0.9965536390573184,0.0112544366428304,0.0178427175430432,0.0043284790441423,0.0007285945155318,0.0007285945155318,0.0236075161358078,0.0204274458727098,0.1103093359048377,0.0042174752757275,0.0250044627499484,0.0117447528281982,0.0894624356538333,0.9237028775033096,0.9748494276492482,0.0232743186079932,0.005,0.3184697895516522,0.0913771104531967,0.0085282428658464,0.0776072337015227,0.956424450522234,0.8171899488415907,0.956424450522234,0.8244349594726139,0.0069151859890256,0.0,0.0059595757879576,0.0012774598674707,0.0,0.1858897087492637,0.058076780899909,0.2060441733039598,0.0059595757879576,0.1265381589527652,0.0069151859890256,0.6257975,0.0250044627499484,0.0057808263526364,0.0115686294677294,0.1265381589527652,0.0013403225806451,0.0,0.0894624356538333,0.05104,0.0002490212242985,0.0,0.5658863658181861,0.0236678851668609,0.0096298719566173,0.681841035613906,0.0403347940481866,0.1557158978816817,0.0092761738663987,0.9986002888089154,0.0579218356881308,0.3260042197355922,0.6208348445802491,0.916135390488319,0.0,0.0034434040448735,0.6818158579973221,1.614919503328821e-05,0.014358173550627,0.0001428667952923,0.0044985573053007,0.0116080244608469,0.1335493934358453,0.8171899488415907,0.7052120722850497,0.0006013576419291,0.0577313491100292,0.9673446986937424,0.0024219998,0.0776072337015227,0.8583491074952615,0.916135390488319,0.1577042350021487,0.5132375171923576,0.054488975358634,0.024045103545473,0.1478580842963467,0.927926132306788,0.4949264293384817,0.0107036586724855,0.8365658570652694,0.5658863658181861,0.0005976108764491,0.0071363120707786,0.0021707131623806,0.4179272654589294,1.614919503328821e-05,0.6514510363061685,0.0,0.0653619250114552,0.0004745357967667,0.6829618833863503,0.0001648083906047,Hold,COROMANDEL.NS,1802.22412109375,2060.0,14.30320879013697
NLCINDIA,0.3281050650707817,0.0312881536422046,0.1344601412714429,0.0647580761652732,0.0428517873205185,0.014426311560555,0.0538849960511502,0.0532945946045911,0.0647850454895495,0.0404662553129554,0.0964150635845659,0.4198861735476297,0.0177266344641653,0.1336114530274212,0.0202546396867164,0.0198383602046922,0.0058099254307019,0.0097115271322903,0.0773325104391036,0.0085083839284212,0.4306114169916847,0.9786802325961684,0.0374950400808242,0.0,0.0359010884698903,0.0,0.0,0.0194257674509091,0.0275042207994681,0.1199402342704747,0.019889592821116,0.0023190021167316,0.0015716229170094,0.0858591534194065,0.9236817331320712,0.9748493007248782,0.0240312171941324,0.0025,0.3182932559752368,0.0924172101656346,0.0040187100957007,0.0767099898951182,0.9564118869497168,0.8170556159752527,0.9564118869497168,0.8242907991574694,0.0005659921037505,0.0,0.0270625588820037,0.0525940120232025,0.0,0.1863887295326498,0.0571079491262446,0.2304852284923459,0.0270625588820037,0.1344601412714429,0.0005659921037505,0.8799849999999999,0.0023190021167316,0.0461558111772085,0.0058099254307019,0.1344601412714429,0.0016419354838709,0.093334576672154,0.0858591534194065,0.027392,0.0680861931024832,0.0532945946045911,0.5333507918709391,0.0247137049758926,0.0337655263400651,0.6938408530196387,0.0536505310372301,0.1825942873723209,0.0497534330873858,0.999565323099417,0.0538849960511499,0.3281050650707815,0.6190632654154612,0.9147143136678514,0.0,0.0026194455555875,0.692582427322137,4.554608584310773e-06,0.0038843956255763,4.46642103227272e-05,0.0025118785299662,0.0051635025446941,0.1347184058939528,0.8170556159752527,0.7041287451033148,1.797589745960706e-09,0.0576517156150622,0.9673077954310476,0.004802,0.0767099898951182,0.858188073598739,0.9147143136678514,0.1564685607858742,0.5092167617903204,0.0647850454895494,0.0404662553129552,0.149075405944538,0.9200654460630812,0.4949699287937502,0.0039161911807414,0.8409218876427937,0.5333507918709391,0.0017249063553499,0.0072866560354334,0.0037952679035662,0.4177751744107525,4.554608584310774e-06,0.6545890620791407,0.1027511503933042,0.0653943225381311,0.0001642221759915,0.6956732016405658,0.002165827891964,Buy,NLCINDIA.NS,223.43743896484372,229.4900054931641,2.7088417036827206
JKCEMENT,0.3175631621841891,0.0084293632504238,0.1220232924316196,0.0160322353253866,0.0114193651728235,0.01243257970577,0.0522965196655774,0.0428561197032994,0.0488571475935071,0.0218095136640073,0.0747956445305344,0.399544642621167,0.0066480004493372,0.0676993685676304,0.0085564606894059,0.0093946669910624,0.0017936744664438,0.0077341755580284,0.0116118304031395,0.0052196751823385,0.4133140141937176,0.992330213300367,0.0216782573513992,0.0114816193578408,0.0108601868025926,0.0004097241400472,0.0004097241400472,0.0173408730506801,0.0170724903175927,0.1063041213070709,0.0011036226719567,0.0038147227159653,0.0245703368191917,0.0958741129688262,0.9237475096952148,0.9748493007248782,0.0233219711674029,0.0125,0.3183992548273751,0.0924376464874875,0.0109988414846319,0.0769800341475312,0.9564524352194302,0.8173251945614419,0.9564524352194302,0.8242788848389342,0.0048823885997506,0.0011903971003538,0.005415288595445,0.0150192204996281,0.0002030526915098,0.1966033403762055,0.0830488959678532,0.2110537761961249,0.005415288595445,0.1220232924316196,0.0048823885997506,0.8173075000000001,0.0038147227159653,0.0144829225850835,0.0017936744664438,0.1220232924316196,0.0016387096774193,0.0770189723577514,0.0958741129688262,0.0518,0.0163083044593233,0.0428561197032994,0.5316455803668513,0.0101941196861311,0.0096124459454442,0.6897040645982473,0.0354411381856171,0.1481751080504657,0.0147576229754263,0.9994695338734476,0.0522965196655772,0.3175631621841889,0.6200659335620421,0.915114697723701,0.0,0.0025577009055617,0.6897619015949181,1.7304527125518893e-05,0.012425361421504,9.05019185991856e-05,0.0053700267575584,0.0144113413761122,0.1348800053612955,0.8173251945614419,0.7051784442235267,0.0028274753758884,0.0576839202105902,0.9673413626198673,0.002682,0.0769800341475312,0.8590119593931679,0.915114697723701,0.156958072214515,0.5071811191628487,0.048857147593507,0.0218095136640071,0.1520459285207069,0.9250893832877786,0.4948627333836259,0.0028619725455002,0.8397493519739425,0.5316455803668513,0.0003005371423752,0.0071776598254009,0.0022885788090218,0.4177779688657691,1.7304527125518896e-05,0.6549227751220209,0.0847894563197833,0.0653961206469147,0.0009438835014532,0.6925337022387253,0.0019902320323406,Buy,JKCEMENT.NS,4364.35009765625,4957.4501953125,13.589654459085615
IPCALAB,0.3151491085610265,0.0063218176638287,0.1230983800105119,0.004155404429396,0.0040642752587357,0.0084593436204309,0.047956527517449,0.0286461033239247,0.0440560673579892,0.0170842631432565,0.0688110655745683,0.3962810761750238,0.0045945854864075,0.0525539204914316,0.0059280590708193,0.0117823505500713,0.0021487271792234,0.0161766708123322,0.0345802162967914,0.0043507851348548,0.4169303112878202,0.99730977283282,0.0097424895715019,0.0058566775244299,0.0065532571611326,0.0002316221219839,0.0002316221219839,0.0181526363242384,0.0169913872980699,0.108639524763611,0.003635002736842,0.0041495759130368,0.0053176167007173,0.0867014657471681,0.923696832055369,0.9749532149973852,0.0232837060815987,0.0016666666666666,0.3186488232101884,0.0944569616388192,0.0097588836594426,0.0773807449736924,0.9564344737833036,0.8172690197269248,0.9564344737833036,0.8243345928035087,0.0007987335848155,1.4521465085133902e-06,0.0162387358720971,0.0044295458486033,0.0,0.1887613117227129,0.0567033187928626,0.1882536858159634,0.0162387358720971,0.1230983800105119,0.0007987335848155,0.92996,0.0041495759130368,0.0090354497996843,0.0021487271792234,0.1230983800105119,0.0021258064516129,0.056607100810635,0.0867014657471681,0.01446,0.004254077091325,0.0286461033239247,0.5457967264588925,0.009666876752907,0.006221809301528,0.6823557777852934,0.0256696635344671,0.1413543573665475,0.0063973157487374,0.9993500567937262,0.0479565275174488,0.3151491085610263,0.6183304624210489,0.9150308444938068,0.0,0.0035007929523902,0.680740536305467,2.312235741021463e-05,0.0112728757841856,5.098552866321488e-05,0.0101386991944784,0.0153897536007852,0.1395288664576936,0.8172690197269248,0.7069982117039748,0.0011089286983389,0.0577622924335341,0.9673752921302768,0.0017599999999999,0.0773807449736924,0.8583955396163685,0.9150308444938068,0.1567239794821262,0.5097899165391775,0.0440560673579891,0.0170842631432564,0.1473655882871969,0.9238515540403448,0.4949064266803374,0.0049486111584009,0.838073211614113,0.5457967264588925,0.0013153755339703,0.0072698581411966,0.0020817896217927,0.4177890934927006,2.312235741021462e-05,0.6515219203019562,0.062318220493497,0.0653755141400579,0.0002154396787161,0.684667241401016,0.0006878174796901,Buy,IPCALAB.NS,1579.6500244140625,1330.949951171875,-15.743998315983788
METROBRAND,0.3138121979706403,0.0019091394648643,0.1181203919844732,0.0031733508213392,0.0017579696621753,0.0026154634964885,0.0444123393536107,0.0154672466865493,0.0407504833782677,0.0139426870909108,0.0667192976256543,0.3955151423733118,0.0008193102673556,0.0494454850580418,0.0012732686205926,0.003598602111791,0.0004928773463615,0.0046484911959154,0.0015515383645387,0.0014409929531273,0.4084000997993045,0.9992403995212024,0.0074661887474342,0.0,0.0045080901875512,0.0001046109627993,0.0001046109627993,0.0168075269384088,0.0148154343964043,0.1029752859057504,0.0038967120016995,0.0015430561945222,0.0014362287042795,0.0859065785933074,0.9236767213626682,0.9748532459725172,0.0242209334760706,0.00375,0.3190520771967024,0.1084055294954958,0.030653742523387,0.0767099898951182,0.9564313448269386,0.8173200111871335,0.9564313448269386,0.8243301764487213,0.0172503525672233,0.0,0.0059779867174296,0.0001324169535377,0.0,0.1863887295326498,0.0548111121570128,0.2141187934248432,0.0059779867174296,0.1181203919844732,0.0172503525672233,0.2699625,0.0015430561945222,0.005794990085387,0.0004928773463615,0.1181203919844732,0.0015951612903225,0.0372792179785784,0.0859065785933074,0.0045,0.0,0.0154672466865493,0.5327516723298069,0.0030932152648662,0.0021455770383259,0.6826905717328391,0.0182855966118009,0.1374455734240745,0.0040097262583789,0.9992953743766532,0.0444123393536105,0.3138121979706402,0.6221742184437419,0.9165308890194518,0.0,0.0052151398457812,0.6825710210074991,7.690195620400178e-05,0.0115405809355964,5.725530249820061e-05,0.0116950232501526,0.0427145651606722,0.1593459402636293,0.8173200111871335,0.7094085396826577,1.797589745960706e-09,0.057822244601402,0.9673731786218926,0.0056399999999999,0.0767099898951182,0.8588701577138749,0.9165308890194518,0.1573378877656843,0.5120293025700919,0.0407504833782676,0.0139426870909107,0.1563690650775606,0.9278591339129558,0.494948218717897,0.0052846530476998,0.845395095702995,0.5327516723298069,0.0001908853402649,0.0072300659056567,0.0020239452681998,0.4177888601648838,7.690195620400178e-05,0.6513614897795008,0.0410403375644654,0.0652838658516233,0.0014862490978654,0.6881989740882807,0.001739237737712,Strong Buy,METROBRAND.NS,1173.6046142578125,1061.8499755859375,-9.522341452495793
KEI,0.3154802031342641,0.0026516113250021,0.1195514142629213,0.0004802335457702,0.0018165051048686,0.0089939005442454,0.0468965554114518,0.0175245261905047,0.0428883716444204,0.0145853907762338,0.0668397820908393,0.3921123644612388,0.000788519433835,0.0500525805095966,0.0036019850425672,0.0078651944824027,0.0068508819748007,0.0087893303659095,0.0311224817232389,0.0056505827545031,0.4084000997993045,0.9973804085477128,0.0061027469182238,0.0,0.0012077108366193,0.0,0.0,0.0183500632678067,0.0160897634384628,0.1041939549191867,0.0012897532636947,0.0093355478875238,0.0152194838650921,0.0913264511845468,0.9236793666945238,0.9748498380931956,0.0233059678047205,0.0029166666666666,0.3189531156127559,0.0943963569405203,0.0198398376892021,0.0785567441374263,0.9565607379121244,0.8179033401798091,0.9565607379121244,0.8246402195311143,0.0005025300035492,0.0,0.0057572058570676,0.0005105316322001,0.0,0.1863887295326498,0.0604081030908589,0.21892151047845,0.0057572058570676,0.1195514142629213,0.0005025300035492,0.64089,0.0093355478875238,0.0015518139694872,0.0068508819748007,0.1195514142629213,0.0018645161290322,0.0388244681508834,0.0913264511845468,0.00752,0.0004270656198,0.0175245261905047,0.5398071637038309,0.0074203479028141,0.0026139783919614,0.6803511803522733,0.0200060640031602,0.1374525449013677,0.0032342926849524,0.9989669807849068,0.0467475226123205,0.3154802031342639,0.6211235658339107,0.9165650528988064,0.1142628845385537,0.0044225437841687,0.6803468910495497,5.5328813706912434e-05,0.0283403869311297,0.000200357897811,0.0083558510138719,0.0251496170805878,0.1378702908646238,0.8179033401798091,0.7090139420421414,0.0004786210715162,0.057832928692694,0.9675248024998868,0.001014,0.0785567441374263,0.8595419039840401,0.9165650528988064,0.1578223513997446,0.5136195866066717,0.0428883716444203,0.0145853907762336,0.1519228844538659,0.9297413745058396,0.4949004434795132,0.0259263546062014,0.8383173143367857,0.5398071637038309,0.0011226472936999,0.0071224577871774,0.0017844859183857,0.4179345874833602,5.532881370691245e-05,0.6519762152827909,0.0411106287659101,0.0654009379622427,0.0002524735703466,0.6829673201724088,0.0001895092951882,Buy,KEI.NS,3990.693603515625,2607.35009765625,-34.664237430824315
ESCORTS,0.3201239547330244,0.0064161407531731,0.1262667830300481,0.0001533763599909,0.0025227632383804,0.0096656397325828,0.0484730095734783,0.019722050891544,0.0473189271790451,0.0184293305845212,0.0693274444237898,0.4002636483124896,9.98651988317232e-05,0.0500203294327998,0.0047116016636036,0.0125278515346054,0.0021574697865775,0.0079734241015906,0.0240548933330189,0.005696922809555,0.4172311020736909,0.9987578082586028,0.0048574076831389,0.0204811540251279,0.0030540858491769,0.0,0.0,0.0227516228243303,0.0192586715587818,0.1100428776097747,0.0015530207617797,0.0093611758307021,0.013305989743144,0.0943503215117495,0.9237018308643288,0.9749088053083536,0.0237244702291026,0.015,0.318865496993987,0.0955122279666933,0.0085880999326286,0.0203491410850552,0.9564451689883156,0.8175113162219386,0.9564451689883156,0.8261056000987284,0.0007677956146605,8.059413122249317e-05,0.0057278235165633,0.0017225774803329,0.0,0.1797486262570442,0.0637453055952844,0.2144447268824493,0.0057278235165633,0.1262667830300481,0.0007677956146605,0.6280075,0.0093611758307021,0.0042212982072761,0.0021574697865775,0.1262667830300481,0.0015822580645161,0.041110182112123,0.0943503215117495,0.03176,0.0,0.019722050891544,0.5512422228419059,0.0147205117700816,0.0072460787928505,0.6785138480502773,0.0241393283219336,0.1459834777474607,0.0046538185843147,0.9990345508773836,0.0484730095734783,0.3201239547330241,0.6191251191003565,0.9159221005089422,0.0,0.0067072719377621,0.6785126503832868,2.2780282992674008e-05,0.0126910305701676,0.0001969475267153,0.0054631627519098,0.0106564023226466,0.1387890853065478,0.8175113162219386,0.7068106833073611,0.000113443047336,0.0577681057844931,0.96734529965386,0.003716,0.0203491410850552,0.8586032481955715,0.9159221005089422,0.1570254875039792,0.5108308703843448,0.047318927179045,0.0184293305845211,0.148011106551182,0.9241916255642584,0.4949202022723146,0.0062515763091448,0.8395112381872505,0.5512422228419059,0.0008008138074354,0.0071191506917824,0.0017956659933526,0.4186948581871664,2.2780282992674005e-05,0.651432654241986,0.0452578096511486,0.0652722173225774,0.0003540524532152,0.6825089256568566,2.501419714032296e-05,Buy,ESCORTS.NS,3287.187744140625,3178.199951171875,-3.3155329555794166
LLOYDSME,0.3220456397718012,0.0022422059506096,0.1191754494357363,0.000466889311323,0.0013570652381154,0.0071926189482656,0.0536715137461218,0.0279424488825908,0.0497205975655518,0.0195423866400461,0.0732733504798878,0.3891514843271069,0.0007423612671309,0.0500633047965185,0.0024811193739693,0.0023982191705921,2.3656466958086912e-05,0.001512666099365,0.0016384753628953,0.0022149156001053,0.4103590180737376,0.9887450534068536,0.0045931385121255,0.0019906933457422,0.0009644587239959,0.0,0.0,0.0238556163069258,0.0204371436879855,0.1038662861710048,0.0074932970182633,0.0027204630743777,0.0022824343558872,0.0871839653425076,0.92366299340178,0.9750224605125876,0.0244470375726031,0.0008333333333333,0.3185478476712002,0.0978742675241309,0.0279274874579308,0.0767099898951182,0.956024514531148,0.8171237775303836,0.956024514531148,0.8295543818312365,0.0005202918534199,0.0,0.0057572058570676,0.0013282553164509,0.0,0.1858715219304318,0.0561325408093517,0.2129585381008868,0.0057572058570676,0.1191754494357363,0.0005202918534199,0.7002474999999999,0.0027204630743777,0.0012390736918781,2.3656466958086912e-05,0.1191754494357363,0.0019838709677419,0.0506980657669032,0.0871839653425076,0.0004,0.0,0.0279424488825908,0.5259320018259627,0.0028245989978886,0.0025778600357957,0.6797793972481092,0.0311562744113453,0.1471118462790743,0.0036187018086293,0.999424898673729,0.0536715137461216,0.3220456397718008,0.6284674068942518,0.920449617660095,0.0,0.0024439677956157,0.679775100272744,6.54575223408492e-05,0.0270229766466687,0.0002733079658519,0.0050972887489414,0.0415892807724823,0.1445624919611106,0.8171237775303836,0.7065478352434733,0.0001397290780259,0.0577119388531246,0.9637875310695764,0.0,0.0767099898951182,0.8585441939968405,0.920449617660095,0.1604555561745325,0.5199403164524456,0.0497205975655516,0.019542386640046,0.1817232930486851,0.9483473352456124,0.4949475563266547,0.0001301698399292,0.8507447849295826,0.5259320018259627,7.330128421410673e-05,0.0071051313506314,0.001935362123935,0.4181307519167774,6.54575223408492e-05,0.668635065545891,0.0558130198475403,0.065418573949323,0.0038708261818914,0.6830131091224769,0.0002178822842517,Strong Buy,LLOYDSME.NS,1371.4000244140625,1197.3499755859375,-12.691413572235334
GLAND,0.3173810274500939,0.006071226790819,0.1257627356742811,0.0010751830173743,0.002333510765962,0.006286703275239,0.0483692625198397,0.0233969547685888,0.0454032120730786,0.0180049260018917,0.0691187041881905,0.3971214116594437,0.0012971635587508,0.0504653569227147,0.0035190088465502,0.0120083705540909,0.0036728002057084,0.0108348301368069,0.0319593938604845,0.0048363410080896,0.4084000997993045,0.9973950275701028,0.0054124508977746,0.0,0.0067792170289525,0.000619480499555,0.000619480499555,0.0147407849709056,0.0120499626705113,0.1096073759741689,0.0023587803401874,0.0033207996301663,0.0058393047665827,0.0888799308004853,0.9236760052021502,0.974900739515704,0.023758086414466,0.0166666666666666,0.31845506684583,0.0953220520303742,0.0055517622240805,0.0776682114359385,0.9564318256522796,0.8172565843709754,0.9564318256522796,0.824926324444194,0.0008226673241639,0.0,0.0057572058570676,0.0031790781567732,0.0,0.1863887295326498,0.059537340985366,0.1696172965034175,0.0057572058570676,0.1257627356742811,0.0008226673241639,0.7948525,0.0033207996301663,0.0087148941766824,0.0036728002057084,0.1257627356742811,0.0018709677419354,0.0474017899031634,0.0888799308004853,0.008,0.0010266482521971,0.0233969547685888,0.5527422355766247,0.0125733936280843,0.0067502223000325,0.6784718267277302,0.0261854658111622,0.1445121244246673,0.0042393294000801,0.9993268982755874,0.0483692625198396,0.3173810274500936,0.6183904856859497,0.915501806002976,0.0,0.0076704660561623,0.6784675122063413,2.408278513702042e-05,0.0087234064886695,4.7666067225813655e-05,0.0052308422220988,0.0072404544450705,0.1385361311949932,0.8172565843709754,0.7052503847989781,1.797589745960706e-09,0.0577121228927368,0.9673358887773776,0.0,0.0776682114359385,0.8583693166920873,0.915501806002976,0.1568265272218741,0.5102391110663398,0.0454032120730786,0.0180049260018916,0.1481978540859511,0.9244613495375912,0.4949357260254061,0.0142491301385261,0.841056858139255,0.5527422355766247,0.0016358153983402,0.0072391015218018,0.002347603108229,0.417868313020264,2.408278513702042e-05,0.6511038309436804,0.0521841810067894,0.0653687301465865,0.0001731816166767,0.6828684604359287,0.000185313644969,Buy,GLAND.NS,1695.300048828125,1393.75,-17.78741462530903
IGL,0.3294038037109085,0.008097845752199,0.1267759693723975,0.0002344991361926,0.0055047149892647,0.0155372093436204,0.0557108617047115,0.0259944536308572,0.0558990986483492,0.0261099272827764,0.0722746916018322,0.393307458410929,0.0001387890361716,0.0499719658536097,0.0102675742014714,0.009281903745071,0.0022529184880431,0.0003418864960397,0.0208859987349026,0.0055181441553563,0.4084000997993045,0.9919608458756042,0.0047486597499343,0.0,0.0081443797546615,0.0,0.0,0.0186199190684619,0.015313218719149,0.1105064319327411,0.0100381668881722,0.0147770525431237,0.0033197424454673,0.0872159257857887,0.9236758755885234,0.9748573347826596,0.0238875441457121,0.0075,0.3183239977257587,0.0919421779362523,0.0065765735747891,0.078121188891599,0.9564236895887612,0.8170911775109121,0.9564236895887612,0.8286602307711088,0.001274738597709,0.0,0.005880897244459,0.0052473940993504,0.0,0.1863887295326498,0.0548334919655928,0.2168680449641304,0.005880897244459,0.1267759693723975,0.001274738597709,0.549755,0.0147770525431237,0.0104700335882805,0.0022529184880431,0.1267759693723975,0.001666129032258,0.0457238692535853,0.0872159257857887,0.02036,7.516875705372544e-05,0.0259944536308572,0.5268589587440824,0.0135858885072322,0.0091612367275687,0.6803296903237444,0.0390370268906869,0.1635685461214505,0.0080116241313044,0.9990444275933824,0.0557108617047114,0.3294038037109083,0.6217389429996417,0.9168677574144486,0.0,0.0028406316323457,0.6803129044633809,1.8018966216287564e-05,0.0161638850903044,0.0074389774945399,0.0025410464981588,0.0085650022480869,0.1341365799486273,0.8170911775109121,0.7042008709301105,1.797589745960706e-09,0.0576946891752734,0.9674377659603512,0.0028799999999999,0.078121188891599,0.8582283527771957,0.9168677574144486,0.157821431404098,0.513574778574081,0.0558990986483492,0.0261099272827762,0.1496063600372857,0.9276299671787572,0.4949303310028933,0.0029956713095459,0.8378283811686839,0.5268589587440824,0.0004325546158249,0.0070785987809271,0.0016451763629678,0.4189142716493217,1.8018966216287568e-05,0.6700494204191908,0.0503369740749101,0.0654100912700296,0.0006557197148275,0.6825346692904702,3.030231715221341e-05,Buy,IGL.NS,203.0749969482422,174.75999450683594,-13.943125873158529
